	x	y	time
t_37_obs_17	247.5	389.5	37
t_37_obs_18	412.5	135.5	37
t_37_obs_19	381.5	624.5	37
t_37_obs_20	3.5	499.5	37
t_37_obs_21	107.5	540.5	37
t_37_obs_22	820.5	221.5	37
t_37_obs_23	1008.5	404.5	37
t_37_obs_24	247.5	328.5	37
t_37_obs_25	993.5	229.5	37
t_37_obs_26	123.5	469.5	37
t_37_obs_27	968.5	176.5	37
t_37_obs_28	495.5	432.5	37
t_37_obs_29	190.5	613.5	37
t_37_obs_30	146.5	446.5	37
t_37_obs_31	983.5	254.5	37
t_37_obs_32	518.5	161.5	37
t_37_obs_33	111.5	419.5	37
t_37_obs_34	54.5	425.5	37
t_37_obs_35	551.5	412.5	37
t_37_obs_36	661.5	17.5	37
t_37_obs_37	938.5	180.5	37
t_37_obs_38	223.5	578.5	37
t_37_obs_39	373.5	430.5	37
t_37_obs_40	358.5	100.5	37
t_37_obs_41	197.5	40.5	37
t_37_obs_42	1043.5	380.5	37
t_37_obs_43	228.5	503.5	37
t_37_obs_44	961.5	577.5	37
t_37_obs_45	137.5	534.5	37
t_37_obs_46	420.5	654.5	37
t_37_obs_47	549.5	456.5	37
t_37_obs_48	989.5	541.5	37
t_37_obs_49	353.5	152.5	37
t_37_obs_50	54.5	470.5	37
t_37_obs_51	272.5	484.5	37
t_37_obs_52	860.5	203.5	37
t_37_obs_53	256.5	74.5	37
t_37_obs_54	208.5	70.5	37
t_37_obs_55	1054.5	430.5	37
t_37_obs_56	506.5	471.5	37
t_37_obs_57	260.5	667.5	37
t_37_obs_58	271.5	13.5	37
t_38_obs_0	464.5	148.5	38
t_38_obs_1	412.5	134.5	38
t_38_obs_2	107.5	413.5	38
t_38_obs_3	501.5	122.5	38
t_38_obs_4	794.5	171.5	38
t_38_obs_5	145.5	479.5	38
t_38_obs_6	326.5	642.5	38
t_38_obs_7	390.5	450.5	38
t_38_obs_8	936.5	177.5	38
t_38_obs_9	289.5	323.5	38
t_38_obs_10	390.5	173.5	38
t_38_obs_11	404.5	642.5	38
t_38_obs_12	778.5	213.5	38
t_38_obs_13	50.5	416.5	38
t_38_obs_14	916.5	545.5	38
t_38_obs_15	964.5	527.5	38
t_38_obs_16	488.5	184.5	38
t_38_obs_17	244.5	387.5	38
t_38_obs_18	3.5	497.5	38
t_38_obs_19	179.5	529.5	38
t_38_obs_20	395.5	679.5	38
t_38_obs_21	180.5	33.5	38
t_38_obs_22	819.5	218.5	38
t_38_obs_23	109.5	516.5	38
t_38_obs_24	142.5	510.5	38
t_38_obs_25	631.5	19.5	38
t_38_obs_26	1055.5	433.5	38
t_38_obs_27	379.5	617.5	38
t_38_obs_28	141.5	595.5	38
t_38_obs_29	427.5	663.5	38
t_38_obs_30	245.5	324.5	38
t_38_obs_31	195.5	616.5	38
t_38_obs_32	1010.5	405.5	38
t_38_obs_33	123.5	471.5	38
t_38_obs_34	142.5	451.5	38
t_38_obs_35	988.5	226.5	38
t_38_obs_36	355.5	458.5	38
t_38_obs_37	338.5	445.5	38
t_38_obs_38	132.5	535.5	38
t_38_obs_39	51.5	469.5	38
t_38_obs_40	224.5	576.5	38
t_38_obs_41	545.5	457.5	38
t_38_obs_42	979.5	250.5	38
t_38_obs_43	497.5	470.5	38
t_38_obs_44	944.5	562.5	38
t_38_obs_45	1055.5	397.5	38
t_38_obs_46	75.5	493.5	38
t_38_obs_47	968.5	178.5	38
t_38_obs_48	550.5	405.5	38
t_38_obs_49	205.5	67.5	38
t_38_obs_50	108.5	543.5	38
t_38_obs_51	519.5	161.5	38
t_38_obs_52	947.5	582.5	38
t_38_obs_53	653.5	21.5	38
t_38_obs_54	981.5	541.5	38
t_38_obs_55	495.5	434.5	38
t_38_obs_56	356.5	148.5	38
t_38_obs_57	270.5	484.5	38
t_38_obs_58	357.5	101.5	38
t_38_obs_59	256.5	72.5	38
t_38_obs_60	851.5	199.5	38
t_38_obs_61	226.5	500.5	38
t_38_obs_62	372.5	433.5	38
t_38_obs_63	1031.5	404.5	38
t_38_obs_64	279.5	655.5	38
t_38_obs_65	123.5	443.5	38
t_38_obs_66	78.5	447.5	38
t_38_obs_67	486.5	161.5	38
t_39_obs_0	650.5	50.5	39
t_39_obs_1	109.5	411.5	39
t_39_obs_2	466.5	146.5	39
t_39_obs_3	793.5	171.5	39
t_39_obs_4	504.5	124.5	39
t_39_obs_5	482.5	186.5	39
t_39_obs_6	390.5	448.5	39
t_39_obs_7	334.5	647.5	39
t_39_obs_8	1061.5	435.5	39
t_39_obs_9	779.5	215.5	39
t_39_obs_10	95.5	513.5	39
t_39_obs_11	288.5	320.5	39
t_39_obs_12	243.5	389.5	39
t_39_obs_13	823.5	218.5	39
t_39_obs_14	220.5	572.5	39
t_39_obs_15	942.5	176.5	39
t_39_obs_16	173.5	532.5	39
t_39_obs_17	139.5	597.5	39
t_39_obs_18	240.5	325.5	39
t_39_obs_19	912.5	542.5	39
t_39_obs_20	515.5	166.5	39
t_39_obs_21	385.5	175.5	39
t_39_obs_22	992.5	229.5	39
t_39_obs_23	50.5	467.5	39
t_39_obs_24	119.5	474.5	39
t_39_obs_25	957.5	523.5	39
t_39_obs_26	548.5	411.5	39
t_39_obs_27	411.5	134.5	39
t_39_obs_28	50.5	416.5	39
t_39_obs_29	176.5	29.5	39
t_39_obs_30	130.5	507.5	39
t_39_obs_31	969.5	178.5	39
t_39_obs_32	1010.5	415.5	39
t_39_obs_33	429.5	662.5	39
t_39_obs_34	153.5	515.5	39
t_39_obs_35	338.5	440.5	39
t_39_obs_36	200.5	40.5	39
t_39_obs_37	143.5	444.5	39
t_39_obs_38	352.5	462.5	39
t_39_obs_39	1061.5	398.5	39
t_39_obs_40	384.5	622.5	39
t_39_obs_41	979.5	247.5	39
t_39_obs_42	111.5	545.5	39
t_39_obs_43	227.5	499.5	39
t_39_obs_44	80.5	482.5	39
t_39_obs_45	1041.5	375.5	39
t_39_obs_46	254.5	71.5	39
t_39_obs_47	390.5	677.5	39
t_39_obs_48	954.5	576.5	39
t_39_obs_49	509.5	472.5	39
t_39_obs_50	271.5	483.5	39
t_39_obs_51	402.5	642.5	39
t_39_obs_52	487.5	432.5	39
t_39_obs_53	188.5	618.5	39
t_39_obs_54	980.5	542.5	39
t_39_obs_55	546.5	455.5	39
t_39_obs_56	355.5	144.5	39
t_39_obs_57	359.5	101.5	39
t_39_obs_58	855.5	198.5	39
t_39_obs_59	366.5	440.5	39
t_39_obs_60	205.5	66.5	39
t_39_obs_61	277.5	654.5	39
t_39_obs_62	261.5	669.5	39
t_39_obs_63	140.5	532.5	39
t_40_obs_0	795.5	171.5	40
t_40_obs_1	411.5	111.5	40
t_40_obs_2	653.5	47.5	40
t_40_obs_3	482.5	184.5	40
t_40_obs_4	471.5	142.5	40
t_40_obs_5	126.5	511.5	40
t_40_obs_6	389.5	174.5	40
t_40_obs_7	430.5	656.5	40
t_40_obs_8	504.5	127.5	40
t_40_obs_9	172.5	531.5	40
t_40_obs_10	959.5	524.5	40
t_40_obs_11	1062.5	432.5	40
t_40_obs_12	221.5	572.5	40
t_40_obs_13	969.5	175.5	40
t_40_obs_14	915.5	540.5	40
t_40_obs_15	173.5	28.5	40
t_40_obs_16	250.5	387.5	40
t_40_obs_17	823.5	219.5	40
t_40_obs_18	133.5	600.5	40
t_40_obs_19	57.5	415.5	40
t_40_obs_20	776.5	220.5	40
t_40_obs_21	110.5	407.5	40
t_40_obs_22	343.5	440.5	40
t_40_obs_23	512.5	163.5	40
t_40_obs_24	426.5	148.5	40
t_40_obs_25	80.5	478.5	40
t_40_obs_26	1069.5	397.5	40
t_40_obs_27	114.5	469.5	40
t_40_obs_28	106.5	546.5	40
t_40_obs_29	241.5	325.5	40
t_40_obs_30	376.5	427.5	40
t_40_obs_31	545.5	413.5	40
t_40_obs_32	848.5	202.5	40
t_40_obs_33	56.5	461.5	40
t_40_obs_34	1012.5	411.5	40
t_40_obs_35	936.5	177.5	40
t_40_obs_36	344.5	651.5	40
t_40_obs_37	996.5	228.5	40
t_40_obs_38	144.5	502.5	40
t_40_obs_39	141.5	531.5	40
t_40_obs_40	101.5	509.5	40
t_40_obs_41	73.5	448.5	40
t_40_obs_42	147.5	446.5	40
t_40_obs_43	293.5	320.5	40
t_40_obs_44	190.5	617.5	40
t_40_obs_45	359.5	145.5	40
t_40_obs_46	205.5	38.5	40
t_40_obs_47	978.5	538.5	40
t_40_obs_48	486.5	471.5	40
t_40_obs_49	391.5	448.5	40
t_40_obs_50	499.5	432.5	40
t_40_obs_51	960.5	576.5	40
t_40_obs_52	204.5	65.5	40
t_40_obs_53	547.5	456.5	40
t_40_obs_54	395.5	674.5	40
t_40_obs_55	326.5	635.5	40
t_40_obs_56	942.5	564.5	40
t_40_obs_57	1046.5	379.5	40
t_40_obs_58	384.5	620.5	40
t_40_obs_59	227.5	497.5	40
t_40_obs_60	258.5	71.5	40
t_40_obs_61	986.5	252.5	40
t_40_obs_62	345.5	463.5	40
t_40_obs_63	270.5	8.5	40
t_40_obs_64	272.5	482.5	40
t_40_obs_65	281.5	654.5	40
t_40_obs_66	403.5	643.5	40
t_40_obs_67	262.5	664.5	40
t_40_obs_68	463.5	427.5	40
t_40_obs_69	360.5	101.5	40
t_40_obs_70	237.5	6.5	40
t_40_obs_71	405.5	699.5	40
t_40_obs_72	955.5	191.5	40
t_41_obs_0	792.5	173.5	41
t_41_obs_1	503.5	135.5	41
t_41_obs_2	477.5	180.5	41
t_41_obs_3	245.5	390.5	41
t_41_obs_4	468.5	144.5	41
t_41_obs_5	105.5	407.5	41
t_41_obs_6	117.5	477.5	41
t_41_obs_7	224.5	574.5	41
t_41_obs_8	914.5	544.5	41
t_41_obs_9	1061.5	435.5	41
t_41_obs_10	507.5	165.5	41
t_41_obs_11	939.5	178.5	41
t_41_obs_12	776.5	221.5	41
t_41_obs_13	425.5	153.5	41
t_41_obs_14	289.5	319.5	41
t_41_obs_15	404.5	112.5	41
t_41_obs_16	389.5	450.5	41
t_41_obs_17	176.5	533.5	41
t_41_obs_18	820.5	218.5	41
t_41_obs_19	430.5	655.5	41
t_41_obs_20	173.5	29.5	41
t_41_obs_21	387.5	176.5	41
t_41_obs_22	636.5	34.5	41
t_41_obs_23	998.5	228.5	41
t_41_obs_24	956.5	523.5	41
t_41_obs_25	132.5	493.5	41
t_41_obs_26	1011.5	412.5	41
t_41_obs_27	467.5	430.5	41
t_41_obs_28	967.5	172.5	41
t_41_obs_29	202.5	40.5	41
t_41_obs_30	239.5	330.5	41
t_41_obs_31	104.5	546.5	41
t_41_obs_32	225.5	494.5	41
t_41_obs_33	322.5	638.5	41
t_41_obs_34	367.5	427.5	41
t_41_obs_35	975.5	253.5	41
t_41_obs_36	54.5	416.5	41
t_41_obs_37	348.5	648.5	41
t_41_obs_38	1075.5	396.5	41
t_41_obs_39	151.5	508.5	41
t_41_obs_40	205.5	69.5	41
t_41_obs_41	405.5	643.5	41
t_41_obs_42	667.5	46.5	41
t_41_obs_43	545.5	417.5	41
t_41_obs_44	986.5	541.5	41
t_41_obs_45	477.5	467.5	41
t_41_obs_46	271.5	484.5	41
t_41_obs_47	502.5	429.5	41
t_41_obs_48	141.5	444.5	41
t_41_obs_49	138.5	529.5	41
t_41_obs_50	548.5	459.5	41
t_41_obs_51	847.5	208.5	41
t_41_obs_52	49.5	461.5	41
t_41_obs_53	77.5	481.5	41
t_41_obs_54	96.5	508.5	41
t_41_obs_55	367.5	610.5	41
t_41_obs_56	190.5	619.5	41
t_41_obs_57	279.5	654.5	41
t_41_obs_58	399.5	674.5	41
t_41_obs_59	265.5	9.5	41
t_41_obs_60	137.5	588.5	41
t_41_obs_61	1040.5	406.5	41
t_41_obs_62	357.5	147.5	41
t_41_obs_63	508.5	486.5	41
t_41_obs_64	259.5	70.5	41
t_41_obs_65	952.5	585.5	41
t_41_obs_66	234.5	9.5	41
t_41_obs_67	130.5	610.5	41
t_41_obs_68	255.5	668.5	41
t_41_obs_69	486.5	159.5	41
t_41_obs_70	359.5	102.5	41
t_41_obs_71	1040.5	380.5	41
t_41_obs_72	832.5	193.5	41
t_42_obs_0	467.5	176.5	42
t_42_obs_1	243.5	387.5	42
t_42_obs_2	76.5	478.5	42
t_42_obs_3	792.5	173.5	42
t_42_obs_4	468.5	137.5	42
t_42_obs_5	53.5	416.5	42
t_42_obs_6	654.5	46.5	42
t_42_obs_7	818.5	222.5	42
t_42_obs_8	781.5	221.5	42
t_42_obs_9	954.5	525.5	42
t_42_obs_10	385.5	178.5	42
t_42_obs_11	548.5	412.5	42
t_42_obs_12	48.5	460.5	42
t_42_obs_13	1078.5	397.5	42
t_42_obs_14	506.5	140.5	42
t_42_obs_15	105.5	549.5	42
t_42_obs_16	98.5	512.5	42
t_42_obs_17	426.5	154.5	42
t_42_obs_18	89.5	452.5	42
t_42_obs_19	174.5	30.5	42
t_42_obs_20	321.5	639.5	42
t_42_obs_21	980.5	249.5	42
t_42_obs_22	104.5	405.5	42
t_42_obs_23	111.5	470.5	42
t_42_obs_24	511.5	172.5	42
t_42_obs_25	936.5	176.5	42
t_42_obs_26	428.5	653.5	42
t_42_obs_27	144.5	504.5	42
t_42_obs_28	241.5	329.5	42
t_42_obs_29	919.5	554.5	42
t_42_obs_30	150.5	453.5	42
t_42_obs_31	336.5	441.5	42
t_42_obs_32	191.5	620.5	42
t_42_obs_33	1047.5	382.5	42
t_42_obs_34	1006.5	420.5	42
t_42_obs_35	292.5	320.5	42
t_42_obs_36	998.5	227.5	42
t_42_obs_37	228.5	496.5	42
t_42_obs_38	547.5	459.5	42
t_42_obs_39	510.5	481.5	42
t_42_obs_40	343.5	647.5	42
t_42_obs_41	967.5	170.5	42
t_42_obs_42	204.5	43.5	42
t_42_obs_43	1049.5	403.5	42
t_42_obs_44	138.5	597.5	42
t_42_obs_45	385.5	446.5	42
t_42_obs_46	163.5	543.5	42
t_42_obs_47	350.5	606.5	42
t_42_obs_48	480.5	465.5	42
t_42_obs_49	847.5	213.5	42
t_42_obs_50	231.5	576.5	42
t_42_obs_51	1047.5	429.5	42
t_42_obs_52	381.5	614.5	42
t_42_obs_53	410.5	111.5	42
t_42_obs_54	404.5	632.5	42
t_42_obs_55	338.5	465.5	42
t_42_obs_56	129.5	615.5	42
t_42_obs_57	361.5	148.5	42
t_42_obs_58	465.5	431.5	42
t_42_obs_59	983.5	547.5	42
t_42_obs_60	188.5	538.5	42
t_42_obs_61	203.5	576.5	42
t_42_obs_62	946.5	580.5	42
t_42_obs_63	504.5	432.5	42
t_42_obs_64	279.5	656.5	42
t_42_obs_65	375.5	428.5	42
t_42_obs_66	263.5	12.5	42
t_42_obs_67	487.5	157.5	42
t_42_obs_68	394.5	673.5	42
t_42_obs_69	253.5	669.5	42
t_42_obs_70	356.5	104.5	42
t_42_obs_71	270.5	483.5	42
t_42_obs_72	259.5	73.5	42
t_42_obs_73	357.5	449.5	42
t_42_obs_74	204.5	70.5	42
t_42_obs_75	163.5	523.5	42
t_42_obs_76	408.5	698.5	42
t_42_obs_77	236.5	12.5	42
t_43_obs_0	459.5	179.5	43
t_43_obs_1	793.5	172.5	43
t_43_obs_2	104.5	548.5	43
t_43_obs_3	996.5	233.5	43
t_43_obs_4	776.5	216.5	43
t_43_obs_5	422.5	156.5	43
t_43_obs_6	411.5	101.5	43
t_43_obs_7	471.5	138.5	43
t_43_obs_8	107.5	405.5	43
t_43_obs_9	122.5	469.5	43
t_43_obs_10	678.5	37.5	43
t_43_obs_11	99.5	507.5	43
t_43_obs_12	339.5	437.5	43
t_43_obs_13	819.5	219.5	43
t_43_obs_14	75.5	478.5	43
t_43_obs_15	1080.5	392.5	43
t_43_obs_16	914.5	558.5	43
t_43_obs_17	187.5	535.5	43
t_43_obs_18	823.5	196.5	43
t_43_obs_19	347.5	645.5	43
t_43_obs_20	394.5	673.5	43
t_43_obs_21	243.5	388.5	43
t_43_obs_22	167.5	537.5	43
t_43_obs_23	322.5	635.5	43
t_43_obs_24	383.5	615.5	43
t_43_obs_25	951.5	527.5	43
t_43_obs_26	388.5	173.5	43
t_43_obs_27	395.5	443.5	43
t_43_obs_28	51.5	459.5	43
t_43_obs_29	975.5	171.5	43
t_43_obs_30	153.5	504.5	43
t_43_obs_31	209.5	575.5	43
t_43_obs_32	272.5	483.5	43
t_43_obs_33	426.5	648.5	43
t_43_obs_34	47.5	414.5	43
t_43_obs_35	175.5	30.5	43
t_43_obs_36	553.5	457.5	43
t_43_obs_37	999.5	428.5	43
t_43_obs_38	854.5	197.5	43
t_43_obs_39	556.5	410.5	43
t_43_obs_40	1002.5	396.5	43
t_43_obs_41	241.5	331.5	43
t_43_obs_42	1042.5	380.5	43
t_43_obs_43	151.5	444.5	43
t_43_obs_44	376.5	421.5	43
t_43_obs_45	255.5	669.5	43
t_43_obs_46	473.5	163.5	43
t_43_obs_47	296.5	324.5	43
t_43_obs_48	983.5	535.5	43
t_43_obs_49	352.5	609.5	43
t_43_obs_50	1069.5	441.5	43
t_43_obs_51	190.5	618.5	43
t_43_obs_52	506.5	172.5	43
t_43_obs_53	939.5	176.5	43
t_43_obs_54	234.5	12.5	43
t_43_obs_55	469.5	428.5	43
t_43_obs_56	226.5	494.5	43
t_43_obs_57	505.5	433.5	43
t_43_obs_58	918.5	527.5	43
t_43_obs_59	208.5	46.5	43
t_43_obs_60	950.5	573.5	43
t_43_obs_61	338.5	466.5	43
t_43_obs_62	357.5	150.5	43
t_43_obs_63	514.5	477.5	43
t_43_obs_64	1045.5	429.5	43
t_43_obs_65	142.5	592.5	43
t_43_obs_66	350.5	110.5	43
t_43_obs_67	126.5	611.5	43
t_43_obs_68	230.5	573.5	43
t_43_obs_69	279.5	655.5	43
t_43_obs_70	259.5	70.5	43
t_43_obs_71	484.5	467.5	43
t_43_obs_72	413.5	632.5	43
t_43_obs_73	263.5	14.5	43
t_43_obs_74	932.5	546.5	43
t_43_obs_75	204.5	66.5	43
t_43_obs_76	360.5	445.5	43
t_43_obs_77	980.5	251.5	43
t_43_obs_78	74.5	443.5	43
t_43_obs_79	415.5	697.5	43
t_43_obs_80	141.5	525.5	43
t_43_obs_81	121.5	498.5	43
t_44_obs_0	793.5	169.5	44
t_44_obs_1	816.5	218.5	44
t_44_obs_2	466.5	137.5	44
t_44_obs_3	775.5	216.5	44
t_44_obs_4	936.5	173.5	44
t_44_obs_5	238.5	331.5	44
t_44_obs_6	459.5	179.5	44
t_44_obs_7	508.5	177.5	44
t_44_obs_8	1080.5	393.5	44
t_44_obs_9	76.5	480.5	44
t_44_obs_10	243.5	389.5	44
t_44_obs_11	100.5	547.5	44
t_44_obs_12	1046.5	400.5	44
t_44_obs_13	337.5	438.5	44
t_44_obs_14	155.5	511.5	44
t_44_obs_15	692.5	48.5	44
t_44_obs_16	106.5	405.5	44
t_44_obs_17	97.5	513.5	44
t_44_obs_18	410.5	95.5	44
t_44_obs_19	398.5	438.5	44
t_44_obs_20	948.5	522.5	44
t_44_obs_21	122.5	469.5	44
t_44_obs_22	421.5	160.5	44
t_44_obs_23	49.5	458.5	44
t_44_obs_24	994.5	230.5	44
t_44_obs_25	915.5	560.5	44
t_44_obs_26	514.5	476.5	44
t_44_obs_27	186.5	533.5	44
t_44_obs_28	292.5	319.5	44
t_44_obs_29	920.5	520.5	44
t_44_obs_30	349.5	615.5	44
t_44_obs_31	273.5	484.5	44
t_44_obs_32	504.5	147.5	44
t_44_obs_33	144.5	449.5	44
t_44_obs_34	975.5	169.5	44
t_44_obs_35	415.5	628.5	44
t_44_obs_36	429.5	651.5	44
t_44_obs_37	144.5	592.5	44
t_44_obs_38	382.5	618.5	44
t_44_obs_39	341.5	650.5	44
t_44_obs_40	999.5	402.5	44
t_44_obs_41	127.5	606.5	44
t_44_obs_42	1067.5	440.5	44
t_44_obs_43	209.5	43.5	44
t_44_obs_44	550.5	454.5	44
t_44_obs_45	1014.5	433.5	44
t_44_obs_46	553.5	406.5	44
t_44_obs_47	211.5	509.5	44
t_44_obs_48	48.5	417.5	44
t_44_obs_49	337.5	470.5	44
t_44_obs_50	376.5	415.5	44
t_44_obs_51	1.5	491.5	44
t_44_obs_52	390.5	187.5	44
t_44_obs_53	989.5	539.5	44
t_44_obs_54	976.5	252.5	44
t_44_obs_55	856.5	196.5	44
t_44_obs_56	280.5	657.5	44
t_44_obs_57	193.5	620.5	44
t_44_obs_58	362.5	146.5	44
t_44_obs_59	232.5	17.5	44
t_44_obs_60	348.5	112.5	44
t_44_obs_61	1039.5	381.5	44
t_44_obs_62	321.5	634.5	44
t_44_obs_63	232.5	575.5	44
t_44_obs_64	251.5	672.5	44
t_44_obs_65	232.5	487.5	44
t_44_obs_66	395.5	673.5	44
t_44_obs_67	174.5	32.5	44
t_44_obs_68	489.5	474.5	44
t_44_obs_69	956.5	575.5	44
t_44_obs_70	138.5	526.5	44
t_44_obs_71	468.5	426.5	44
t_44_obs_72	261.5	68.5	44
t_44_obs_73	415.5	696.5	44
t_44_obs_74	1041.5	430.5	44
t_44_obs_75	511.5	429.5	44
t_44_obs_76	394.5	647.5	44
t_44_obs_77	123.5	499.5	44
t_44_obs_78	482.5	165.5	44
t_44_obs_79	211.5	575.5	44
t_44_obs_80	164.5	542.5	44
t_44_obs_81	847.5	216.5	44
t_44_obs_82	1064.5	410.5	44
t_44_obs_83	930.5	545.5	44
t_44_obs_84	1026.5	414.5	44
t_44_obs_85	261.5	15.5	44
t_45_obs_0	398.5	436.5	45
t_45_obs_1	465.5	132.5	45
t_45_obs_2	74.5	476.5	45
t_45_obs_3	793.5	170.5	45
t_45_obs_4	419.5	624.5	45
t_45_obs_5	457.5	179.5	45
t_45_obs_6	241.5	389.5	45
t_45_obs_7	108.5	404.5	45
t_45_obs_8	915.5	560.5	45
t_45_obs_9	237.5	333.5	45
t_45_obs_10	408.5	93.5	45
t_45_obs_11	421.5	156.5	45
t_45_obs_12	97.5	548.5	45
t_45_obs_13	290.5	319.5	45
t_45_obs_14	339.5	437.5	45
t_45_obs_15	1010.5	433.5	45
t_45_obs_16	995.5	231.5	45
t_45_obs_17	44.5	455.5	45
t_45_obs_18	950.5	521.5	45
t_45_obs_19	387.5	203.5	45
t_45_obs_20	681.5	46.5	45
t_45_obs_21	817.5	217.5	45
t_45_obs_22	501.5	152.5	45
t_45_obs_23	272.5	483.5	45
t_45_obs_24	934.5	177.5	45
t_45_obs_25	997.5	401.5	45
t_45_obs_26	207.5	622.5	45
t_45_obs_27	385.5	620.5	45
t_45_obs_28	550.5	459.5	45
t_45_obs_29	1083.5	391.5	45
t_45_obs_30	1040.5	381.5	45
t_45_obs_31	774.5	218.5	45
t_45_obs_32	143.5	590.5	45
t_45_obs_33	212.5	508.5	45
t_45_obs_34	387.5	169.5	45
t_45_obs_35	133.5	610.5	45
t_45_obs_36	381.5	412.5	45
t_45_obs_37	210.5	43.5	45
t_45_obs_38	172.5	31.5	45
t_45_obs_39	394.5	675.5	45
t_45_obs_40	44.5	410.5	45
t_45_obs_41	972.5	165.5	45
t_45_obs_42	853.5	193.5	45
t_45_obs_43	355.5	146.5	45
t_45_obs_44	343.5	615.5	45
t_45_obs_45	320.5	636.5	45
t_45_obs_46	144.5	502.5	45
t_45_obs_47	176.5	616.5	45
t_45_obs_48	144.5	452.5	45
t_45_obs_49	954.5	581.5	45
t_45_obs_50	982.5	543.5	45
t_45_obs_51	423.5	648.5	45
t_45_obs_52	508.5	178.5	45
t_45_obs_53	923.5	511.5	45
t_45_obs_54	90.5	513.5	45
t_45_obs_55	185.5	537.5	45
t_45_obs_56	232.5	20.5	45
t_45_obs_57	228.5	489.5	45
t_45_obs_58	542.5	388.5	45
t_45_obs_59	394.5	648.5	45
t_45_obs_60	341.5	641.5	45
t_45_obs_61	263.5	65.5	45
t_45_obs_62	1029.5	402.5	45
t_45_obs_63	1065.5	439.5	45
t_45_obs_64	345.5	111.5	45
t_45_obs_65	116.5	473.5	45
t_45_obs_66	468.5	428.5	45
t_45_obs_67	1059.5	400.5	45
t_45_obs_68	8.5	491.5	45
t_45_obs_69	336.5	469.5	45
t_45_obs_70	477.5	159.5	45
t_45_obs_71	163.5	516.5	45
t_45_obs_72	213.5	567.5	45
t_45_obs_73	279.5	656.5	45
t_45_obs_74	489.5	472.5	45
t_45_obs_75	251.5	670.5	45
t_45_obs_76	571.5	421.5	45
t_45_obs_77	231.5	576.5	45
t_45_obs_78	210.5	599.5	45
t_45_obs_79	199.5	65.5	45
t_45_obs_80	145.5	525.5	45
t_45_obs_81	516.5	428.5	45
t_45_obs_82	407.5	185.5	45
t_45_obs_83	512.5	473.5	45
t_46_obs_0	454.5	174.5	46
t_46_obs_1	471.5	128.5	46
t_46_obs_2	816.5	219.5	46
t_46_obs_3	995.5	231.5	46
t_46_obs_4	102.5	551.5	46
t_46_obs_5	932.5	177.5	46
t_46_obs_6	289.5	326.5	46
t_46_obs_7	792.5	171.5	46
t_46_obs_8	179.5	617.5	46
t_46_obs_9	683.5	45.5	46
t_46_obs_10	916.5	561.5	46
t_46_obs_11	421.5	159.5	46
t_46_obs_12	236.5	393.5	46
t_46_obs_13	998.5	401.5	46
t_46_obs_14	105.5	404.5	46
t_46_obs_15	419.5	626.5	46
t_46_obs_16	237.5	335.5	46
t_46_obs_17	776.5	217.5	46
t_46_obs_18	339.5	436.5	46
t_46_obs_19	281.5	657.5	46
t_46_obs_20	74.5	477.5	46
t_46_obs_21	1079.5	391.5	46
t_46_obs_22	934.5	529.5	46
t_46_obs_23	124.5	469.5	46
t_46_obs_24	337.5	643.5	46
t_46_obs_25	385.5	201.5	46
t_46_obs_26	318.5	633.5	46
t_46_obs_27	1012.5	427.5	46
t_46_obs_28	45.5	454.5	46
t_46_obs_29	569.5	427.5	46
t_46_obs_30	970.5	172.5	46
t_46_obs_31	102.5	512.5	46
t_46_obs_32	410.5	97.5	46
t_46_obs_33	401.5	437.5	46
t_46_obs_34	846.5	207.5	46
t_46_obs_35	40.5	408.5	46
t_46_obs_36	1039.5	380.5	46
t_46_obs_37	425.5	647.5	46
t_46_obs_38	929.5	494.5	46
t_46_obs_39	254.5	671.5	46
t_46_obs_40	157.5	511.5	46
t_46_obs_41	504.5	150.5	46
t_46_obs_42	958.5	513.5	46
t_46_obs_43	383.5	621.5	46
t_46_obs_44	360.5	146.5	46
t_46_obs_45	510.5	177.5	46
t_46_obs_46	382.5	416.5	46
t_46_obs_47	556.5	466.5	46
t_46_obs_48	1063.5	436.5	46
t_46_obs_49	146.5	451.5	46
t_46_obs_50	980.5	541.5	46
t_46_obs_51	170.5	34.5	46
t_46_obs_52	205.5	628.5	46
t_46_obs_53	393.5	173.5	46
t_46_obs_54	541.5	395.5	46
t_46_obs_55	340.5	467.5	46
t_46_obs_56	269.5	482.5	46
t_46_obs_57	209.5	43.5	46
t_46_obs_58	129.5	611.5	46
t_46_obs_59	232.5	25.5	46
t_46_obs_60	350.5	615.5	46
t_46_obs_61	140.5	591.5	46
t_46_obs_62	946.5	578.5	46
t_46_obs_63	393.5	677.5	46
t_46_obs_64	212.5	568.5	46
t_46_obs_65	153.5	531.5	46
t_46_obs_66	180.5	538.5	46
t_46_obs_67	977.5	251.5	46
t_46_obs_68	514.5	484.5	46
t_46_obs_69	466.5	428.5	46
t_46_obs_70	266.5	63.5	46
t_46_obs_71	214.5	505.5	46
t_46_obs_72	512.5	430.5	46
t_46_obs_73	1.5	489.5	46
t_46_obs_74	1062.5	405.5	46
t_46_obs_75	230.5	491.5	46
t_46_obs_76	487.5	472.5	46
t_46_obs_77	343.5	115.5	46
t_46_obs_78	71.5	437.5	46
t_46_obs_79	1045.5	422.5	46
t_46_obs_80	230.5	578.5	46
t_46_obs_81	894.5	250.5	46
t_46_obs_82	1.5	312.5	46
